time,pm25_obs,pm25_cf,att,period,year,week,year_week
2018-01-07,52.41573578057149,52.04446,0.3712754839406287,pre,2018,1,201801
2018-01-14,54.00911569789239,53.729782,0.27933359340020303,pre,2018,2,201802
2018-01-21,59.77516574761489,59.211502,0.5636636724195796,pre,2018,3,201803
2018-01-28,55.05694058784066,54.93728,0.11966184028206328,pre,2018,4,201804
2018-02-04,61.54842552226416,61.722862,-0.174436721388183,pre,2018,5,201805
2018-02-11,65.39257489505776,64.995445,0.397129643592919,pre,2018,6,201806
2018-02-18,61.95280061073865,61.09397,0.8588293582972426,pre,2018,7,201807
2018-02-25,43.0134099096915,42.66278,0.3506291479727466,pre,2018,8,201808
2018-03-04,38.98420586440243,39.261368,-0.2771619334491291,pre,2018,9,201809
2018-03-11,37.78073964075364,37.71077,0.06996998743332483,pre,2018,10,201810
2018-03-18,40.6674460041892,40.587585,0.07986055497045186,pre,2018,11,201811
2018-03-25,37.61867702231695,37.33423,0.28444850669195176,pre,2018,12,201812
2018-04-01,35.92753409820898,35.35057,0.5769634194980426,pre,2018,13,201813
2018-04-08,36.93954065625362,36.873703,0.06583765332393199,pre,2018,14,201814
2018-04-15,35.53232060716152,35.60878,-0.07645930006503932,pre,2018,15,201815
2018-04-22,32.634430521273714,32.239624,0.394806497836214,pre,2018,16,201816
2018-04-29,33.362212507629664,33.29281,0.06940397491482031,pre,2018,17,201817
2018-05-06,31.648214313437865,31.511055,0.13715932076208404,pre,2018,18,201818
2018-05-13,30.49987232643268,30.748089,-0.248216510237242,pre,2018,19,201819
2018-05-20,29.4206548920494,29.616762,-0.19610726920548416,pre,2018,20,201820
2018-05-27,30.30363914900421,30.134794,0.16884491377471633,pre,2018,21,201821
2018-06-03,28.84151624028012,28.873947,-0.03243090327456599,pre,2018,22,201822
2018-06-10,25.217169832465064,24.319395,0.897774767157447,pre,2018,23,201823
2018-06-17,24.36135822015612,24.727276,-0.3659176282325518,pre,2018,24,201824
2018-06-24,22.62734246289652,23.254396,-0.6270539757021112,pre,2018,25,201825
2018-07-01,22.49583675356014,23.471392,-0.9755549242963042,pre,2018,26,201826
2018-07-08,22.77050462253469,22.379766,0.39073815830129277,pre,2018,27,201827
2018-07-15,23.22785767833143,24.129526,-0.9016684599742355,pre,2018,28,201828
2018-07-22,24.46613496706018,23.609056,0.8570784942818612,pre,2018,29,201829
2018-07-29,24.82814313653465,24.912642,-0.08449838873390547,pre,2018,30,201830
2018-08-05,23.389237490284398,23.384783,0.004454699146702268,pre,2018,31,201831
2018-08-12,22.834133820131907,22.94121,-0.10707597295891347,pre,2018,32,201832
2018-08-19,23.24463733914413,23.405102,-0.16046443697891632,pre,2018,33,201833
2018-08-26,24.33155891119404,24.792694,-0.46113518060283454,pre,2018,34,201834
2018-09-02,24.42569318043204,23.511621,0.9140717052123151,pre,2018,35,201835
2018-09-09,24.13751782054768,24.415934,-0.2784157884611105,pre,2018,36,201836
2018-09-16,23.40220185374961,23.62107,-0.21886900806679677,pre,2018,37,201837
2018-09-23,22.070597498820803,21.871511,0.19908603947021675,pre,2018,38,201838
2018-09-30,24.441222789425503,23.953085,0.4881378437467916,pre,2018,39,201839
2018-10-07,27.319546227377,27.031706,0.2878403710537576,pre,2018,40,201840
2018-10-14,31.028199848679726,30.534975,0.49322479679984355,pre,2018,41,201841
2018-10-21,31.288645333497428,30.869673,0.418972558228873,pre,2018,42,201842
2018-10-28,30.62169143137214,30.26347,0.35822173532721635,pre,2018,43,201843
2018-11-04,33.65326712050884,33.206802,0.4464647523447809,pre,2018,44,201844
2018-11-11,32.89345617848687,32.547,0.34645529347710635,pre,2018,45,201845
2018-11-18,34.35838832117409,34.347046,0.011342422736589697,pre,2018,46,201846
2018-11-25,35.59488614304559,35.383247,0.21163876755731081,pre,2018,47,201847
2018-12-02,47.46037580096761,47.037254,0.4231214674715176,pre,2018,48,201848
2018-12-09,44.14714552656962,43.881454,0.26569105879618604,pre,2018,49,201849
2018-12-16,50.62852244353598,50.40361,0.22491221404379047,pre,2018,50,201850
2018-12-23,51.00545463413176,50.842598,0.1628566727059777,pre,2018,51,201851
2018-12-30,52.47952838599065,52.265083,0.21444507300236637,pre,2018,52,201852
2019-01-06,59.8390074597872,60.144966,-0.305958665701084,pre,2019,1,201901
2019-01-13,62.070228532609214,61.748077,0.3221511400310888,pre,2019,2,201902
2019-01-20,60.32795292325339,60.116173,0.211780132726048,pre,2019,3,201903
2019-01-27,66.08879349194515,65.8193,0.2694957014178101,pre,2019,4,201904
2019-02-03,57.79567545556765,57.53073,0.26494425439577185,pre,2019,5,201905
2019-02-10,53.58663260444077,52.989075,0.5975578974095228,pre,2019,6,201906
2019-02-17,43.03491414881108,43.202484,-0.16756998204829188,pre,2019,7,201907
2019-02-24,46.67862381565647,46.142826,0.5357977353342065,pre,2019,8,201908
2019-03-03,43.18124176064919,42.961502,0.2197396854538809,pre,2019,9,201909
2019-03-10,39.75773251177325,39.40432,0.35341274858965477,pre,2019,10,201910
2019-03-17,37.87583808407615,37.34835,0.5274875591738066,pre,2019,11,201911
2019-03-24,33.709954527825005,33.97843,-0.26847717383515146,pre,2019,12,201912
2019-03-31,33.01628061306805,33.17503,-0.15874914157062392,pre,2019,13,201913
2019-04-07,32.700349755722705,32.018578,0.6817721800391112,pre,2019,14,201914
2019-04-14,31.47367963184581,31.3611,0.1125803886817458,pre,2019,15,201915
2019-04-21,30.66131514390144,30.714626,-0.05331116835441918,pre,2019,16,201916
2019-04-28,30.600812363599275,30.403591,0.19722120759341522,pre,2019,17,201917
2019-05-05,30.893238071716457,31.359863,-0.46662520953354303,pre,2019,18,201918
2019-05-12,31.90599359803625,31.798635,0.10735811524816441,pre,2019,19,201919
