time,pm25_obs,pm25_cf,att,period,year,week,year_week
2018-01-07,80.55908559910883,81.01985,-0.46076608546148634,pre,2018,1,201801
2018-01-14,81.73532609963802,82.705925,-0.970598888154953,pre,2018,2,201802
2018-01-21,102.2823054225446,102.15901,0.12329358172428329,pre,2018,3,201803
2018-01-28,81.71909631956902,81.93583,-0.2167328430286375,pre,2018,4,201804
2018-02-04,84.30053302935684,83.909645,0.39088794879043576,pre,2018,5,201805
2018-02-11,78.85239480297453,79.08922,-0.23682333667390765,pre,2018,6,201806
2018-02-18,73.59326584502976,74.25023,-0.6569630368061752,pre,2018,7,201807
2018-02-25,59.519339032738834,59.486885,0.032453961938053055,pre,2018,8,201808
2018-03-04,57.61603430594984,58.536686,-0.9206516376536769,pre,2018,9,201809
2018-03-11,57.74007929210045,57.601303,0.13877619151450915,pre,2018,10,201810
2018-03-18,54.58076603726986,55.00349,-0.42272441072818623,pre,2018,11,201811
2018-03-25,56.60414265790805,57.2121,-0.6079583247579663,pre,2018,12,201812
2018-04-01,52.74527012348742,52.4283,0.3169711732921101,pre,2018,13,201813
2018-04-08,48.530889703564256,48.98449,-0.45359973735371284,pre,2018,14,201814
2018-04-15,45.51870478208776,45.816227,-0.29752217714075613,pre,2018,15,201815
2018-04-22,44.85861108452973,42.962395,1.8962163701742583,pre,2018,16,201816
2018-04-29,44.21490186982345,43.894318,0.32058424287032494,pre,2018,17,201817
2018-05-06,39.89241454420708,39.287815,0.6045994502129375,pre,2018,18,201818
2018-05-13,39.10863055066547,38.30256,0.8060716517396855,pre,2018,19,201819
2018-05-20,35.93567876348117,35.812477,0.12320165166476471,pre,2018,20,201820
2018-05-27,39.28838186331641,38.97619,0.31219320364844094,pre,2018,21,201821
2018-06-03,38.90101202059935,37.930107,0.9709049039001343,pre,2018,22,201822
2018-06-10,34.41501152450109,33.213757,1.2012549632217926,pre,2018,23,201823
2018-06-17,31.83485535212385,31.959692,-0.12483664921892412,pre,2018,24,201824
2018-06-24,29.84687130503082,30.511484,-0.6646128410873438,pre,2018,25,201825
2018-07-01,27.77193611304916,27.497065,0.27487152259505976,pre,2018,26,201826
2018-07-08,27.615311307949327,25.67984,1.9354712200587016,pre,2018,27,201827
2018-07-15,26.623391547702845,25.651426,0.9719652323952275,pre,2018,28,201828
2018-07-22,27.230883160690183,24.503687,2.7271962557829568,pre,2018,29,201829
2018-07-29,27.26747384162028,28.157087,-0.8896134844295247,pre,2018,30,201830
2018-08-05,26.67576750019236,26.661253,0.014514524728493683,pre,2018,31,201831
2018-08-12,26.76404064628588,25.031157,1.7328841063688891,pre,2018,32,201832
2018-08-19,26.04026436433771,25.321238,0.7190268002507949,pre,2018,33,201833
2018-08-26,26.634708408251804,26.618498,0.01621055974106156,pre,2018,34,201834
2018-09-02,26.166748760324985,25.008629,1.1581199151101416,pre,2018,35,201835
2018-09-09,27.10604513310782,28.129019,-1.0229736504615161,pre,2018,36,201836
2018-09-16,28.007356627785587,28.293066,-0.28570939699468667,pre,2018,37,201837
2018-09-23,28.370069656162187,28.489689,-0.11961921712882884,pre,2018,38,201838
2018-09-30,29.895434236362437,28.499964,1.3954704759864605,pre,2018,39,201839
2018-10-07,34.52570955867314,32.223103,2.3026069890930643,pre,2018,40,201840
2018-10-14,40.42826563463856,39.47713,0.9511347447459784,pre,2018,41,201841
2018-10-21,43.12821500442725,43.551346,-0.4231308207680655,pre,2018,42,201842
2018-10-28,44.6585112982684,45.966145,-1.3076332634991772,pre,2018,43,201843
2018-11-04,47.45103069169559,47.409477,0.04155345780887387,pre,2018,44,201844
2018-11-11,45.96447818236792,45.50256,0.4619185205026852,pre,2018,45,201845
2018-11-18,52.05849792723732,52.96367,-0.9051708960048686,pre,2018,46,201846
2018-11-25,62.5402160021708,64.36722,-1.8270020154073237,pre,2018,47,201847
2018-12-02,81.26874835822026,82.827446,-1.5586976256664542,pre,2018,48,201848
2018-12-09,65.14174875779845,63.30323,1.8385184721539218,pre,2018,49,201849
2018-12-16,79.13334356004877,79.1217,0.011647087880803042,pre,2018,50,201850
2018-12-23,71.23325172102334,72.32501,-1.0917604860079138,pre,2018,51,201851
2018-12-30,72.52845594230168,73.00907,-0.48061540779598033,pre,2018,52,201852
2019-01-06,90.37888817791274,92.61079,-2.231898260075539,pre,2019,1,201901
2019-01-13,82.15114529302531,83.737076,-1.585930512638754,pre,2019,2,201902
2019-01-20,84.12212545328764,84.051476,0.07064992838529349,pre,2019,3,201903
2019-01-27,75.62884818460162,75.8908,-0.26195229147259624,pre,2019,4,201904
2019-02-03,70.25112266440098,69.3106,0.9405223836392622,pre,2019,5,201905
2019-02-10,70.10666850502933,70.56515,-0.45847889487301074,pre,2019,6,201906
2019-02-17,65.29675357971486,65.91044,-0.6136849578827963,pre,2019,7,201907
2019-02-24,73.89519914199244,75.60031,-1.7051121373044396,pre,2019,8,201908
2019-03-03,66.55157155649658,67.144684,-0.5931122813940419,pre,2019,9,201909
2019-03-10,55.23422567452481,55.47693,-0.24270303641269209,pre,2019,10,201910
2019-03-17,47.44447504277641,47.72261,-0.2781354308564019,pre,2019,11,201911
2019-03-24,43.901037551991045,44.300495,-0.3994575957140327,pre,2019,12,201912
2019-03-31,44.36179926997832,44.289185,0.07261469966582013,pre,2019,13,201913
2019-04-07,44.63448763051335,45.34131,-0.7068209632366518,pre,2019,14,201914
2019-04-14,41.55835589974712,39.752495,1.8058610877354013,pre,2019,15,201915
2019-04-21,39.902520709840125,39.437233,0.4652877386487191,pre,2019,16,201916
2019-04-28,34.914622276323854,34.366016,0.5486058883844009,pre,2019,17,201917
2019-05-05,34.860887767533846,34.1472,0.7136862294479087,pre,2019,18,201918
2019-05-12,36.15260652738086,35.93628,0.21632723050586122,pre,2019,19,201919
2019-05-19,35.416427336198,35.08476,0.3316685776530761,pre,2019,20,201920
2019-05-26,31.449626522505817,30.863012,0.5866142086630433,pre,2019,21,201921
2019-06-02,29.283143800046645,29.261032,0.022111695554457356,pre,2019,22,201922
2019-06-09,27.93656696597852,27.448702,0.48786510745801337,pre,2019,23,201923
2019-06-16,26.24831903217986,25.319128,0.9291909956808375,pre,2019,24,201924
2019-06-23,26.308971645729905,24.368776,1.940195324318772,pre,2019,25,201925
2019-06-30,26.086696716658498,25.091211,0.9954853976887712,pre,2019,26,201926
2019-07-07,25.088612913809143,23.601635,1.4869779345610965,pre,2019,27,201927
2019-07-14,24.82811873156966,22.975866,1.8522524138206364,pre,2019,28,201928
2019-07-21,24.60923099662526,24.129854,0.4793767943547529,pre,2019,29,201929
2019-07-28,23.13329191488788,24.220833,-1.0875409098191504,pre,2019,30,201930
2019-08-04,20.503643791832484,21.721014,-1.2173702309946641,pre,2019,31,201931
2019-08-11,21.24434010927489,21.495111,-0.25077135617921087,pre,2019,32,201932
2019-08-18,22.914957378815444,22.9539,-0.03894200472947773,pre,2019,33,201933
2019-08-25,24.338441256848117,24.271215,0.067225818005344,pre,2019,34,201934
2019-09-01,24.73166886570726,22.337881,2.3937877774504237,pre,2019,35,201935
2019-09-08,26.550149909991628,23.507645,3.0425052566713155,pre,2019,36,201936
2019-09-15,27.267186278163177,26.178093,1.0890933216202079,pre,2019,37,201937
2019-09-22,26.329473064460604,27.121561,-0.792087985954435,pre,2019,38,201938
2019-09-29,30.533482943180125,28.833172,1.7003110986977035,pre,2019,39,201939
2019-10-06,31.68356711204615,31.650286,0.03328139122095308,pre,2019,40,201940
2019-10-13,33.67319783778966,34.85513,-1.1819314041537012,pre,2019,41,201941
2019-10-20,40.3218154911978,39.632416,0.6893997197134283,pre,2019,42,201942
2019-10-27,44.04503133064559,43.29013,0.7549007154112175,pre,2019,43,201943
2019-11-03,47.665557600846256,48.191982,-0.5264246684408533,pre,2019,44,201944
2019-11-10,48.66660017281216,49.392937,-0.7263365337308088,pre,2019,45,201945
2019-11-17,49.350243761720186,48.95427,0.39597435254049884,pre,2019,46,201946
