time,pm25_obs,pm25_cf,att,period,year,week,year_week
2018-01-07,52.41573578057149,52.33253,0.0832048052296912,pre,2018,1,201801
2018-01-14,54.00911569789239,53.777348,0.2317681331951249,pre,2018,2,201802
2018-01-21,59.77516574761489,59.99509,-0.21992473700424853,pre,2018,3,201803
2018-01-28,55.05694058784066,54.799133,0.25780728705940703,pre,2018,4,201804
2018-02-04,61.54842552226416,61.317142,0.23128303569189512,pre,2018,5,201805
2018-02-11,65.39257489505776,65.543526,-0.15095080074301848,pre,2018,6,201806
2018-02-18,61.95280061073865,61.55898,0.39382157631482073,pre,2018,7,201807
2018-02-25,43.0134099096915,43.103123,-0.08971280149014405,pre,2018,8,201808
2018-03-04,38.98420586440243,39.03135,-0.047143317726472844,pre,2018,9,201809
2018-03-11,37.78073964075364,37.600086,0.1806534285954342,pre,2018,10,201810
2018-03-18,40.6674460041892,40.66084,0.006606923378654983,pre,2018,11,201811
2018-03-25,37.61867702231695,37.814823,-0.19614612831781386,pre,2018,12,201812
2018-04-01,35.92753409820898,35.852135,0.07539939361913639,pre,2018,13,201813
2018-04-08,36.93954065625362,36.551754,0.3877866584508851,pre,2018,14,201814
2018-04-15,35.53232060716152,35.415237,0.11708318040371068,pre,2018,15,201815
2018-04-22,32.634430521273714,32.16739,0.467041605258089,pre,2018,16,201816
2018-04-29,33.362212507629664,33.31553,0.04668363800075781,pre,2018,17,201817
2018-05-06,31.648214313437865,31.131151,0.517063114097045,pre,2018,18,201818
2018-05-13,30.49987232643268,30.059097,0.44077503639361737,pre,2018,19,201819
2018-05-20,29.4206548920494,29.15149,0.26916563423689865,pre,2018,20,201820
2018-05-27,30.30363914900421,29.991175,0.31246445112823196,pre,2018,21,201821
2018-06-03,28.84151624028012,28.616411,0.2251050311736762,pre,2018,22,201822
2018-06-10,25.217169832465064,23.72103,1.4961405508488532,pre,2018,23,201823
2018-06-17,24.36135822015612,24.95908,-0.5977215222755206,pre,2018,24,201824
2018-06-24,22.62734246289652,24.066391,-1.4390485283144159,pre,2018,25,201825
2018-07-01,22.49583675356014,22.8324,-0.3365626147259917,pre,2018,26,201826
2018-07-08,22.77050462253469,20.807653,1.9628511954106678,pre,2018,27,201827
2018-07-15,23.22785767833143,23.309217,-0.08135977467150113,pre,2018,28,201828
2018-07-22,24.46613496706018,22.791553,1.6745814697457284,pre,2018,29,201829
2018-07-29,24.82814313653465,23.888445,0.9396982360219539,pre,2018,30,201830
2018-08-05,23.389237490284398,23.808857,-0.41961947382693054,pre,2018,31,201831
2018-08-12,22.834133820131907,22.088802,0.7453314824854225,pre,2018,32,201832
