time,pm25_obs,pm25_cf,att,period,year,week,year_week
2018-01-07,52.41573578057149,52.16964,0.24609619316914433,pre,2018,1,201801
2018-01-14,54.00911569789239,54.420017,-0.4109015445392501,pre,2018,2,201802
2018-01-21,59.77516574761489,60.869392,-1.0942266474046392,pre,2018,3,201803
2018-01-28,55.05694058784066,55.31298,-0.2560400640148117,pre,2018,4,201804
2018-02-04,61.54842552226416,61.729324,-0.18089881855615175,pre,2018,5,201805
2018-02-11,65.39257489505776,65.81964,-0.4270662182234872,pre,2018,6,201806
2018-02-18,61.95280061073865,62.360996,-0.40819563559924177,pre,2018,7,201807
2018-02-25,43.0134099096915,43.636333,-0.6229235558846753,pre,2018,8,201808
2018-03-04,38.98420586440243,39.631195,-0.6469892039569416,pre,2018,9,201809
2018-03-11,37.78073964075364,36.960438,0.8203018660954342,pre,2018,10,201810
2018-03-18,40.6674460041892,40.903652,-0.23620618697290752,pre,2018,11,201811
2018-03-25,37.61867702231695,38.022636,-0.403959391257267,pre,2018,12,201812
2018-04-01,35.92753409820898,36.103897,-0.17636299651758236,pre,2018,13,201813
2018-04-08,36.93954065625362,36.493454,0.446086676761432,pre,2018,14,201814
2018-04-15,35.53232060716152,36.040424,-0.5081037397623049,pre,2018,15,201815
2018-04-22,32.634430521273714,32.283474,0.35095655276785465,pre,2018,16,201816
2018-04-29,33.362212507629664,33.76203,-0.3998190475461172,pre,2018,17,201817
2018-05-06,31.648214313437865,30.574535,1.0736789435648184,pre,2018,18,201818
2018-05-13,30.49987232643268,29.721636,0.7782365079512346,pre,2018,19,201819
2018-05-20,29.4206548920494,29.279476,0.14117872627791428,pre,2018,20,201820
2018-05-27,30.30363914900421,30.569324,-0.2656853444039946,pre,2018,21,201821
2018-06-03,28.84151624028012,28.614141,0.22737477604672307,pre,2018,22,201822
2018-06-10,25.217169832465064,24.334908,0.8822623007267829,pre,2018,23,201823
2018-06-17,24.36135822015612,24.729647,-0.36828846258313774,pre,2018,24,201824
2018-06-24,22.62734246289652,24.172737,-1.5453946586855096,pre,2018,25,201825
2018-07-01,22.49583675356014,23.001245,-0.5054087450970854,pre,2018,26,201826
2018-07-08,22.77050462253469,20.968246,1.8022581625737537,pre,2018,27,201827
2018-07-15,23.22785767833143,24.20009,-0.9722327299937668,pre,2018,28,201828
2018-07-22,24.46613496706018,22.003815,2.4623202697945565,pre,2018,29,201829
2018-07-29,24.82814313653465,24.43269,0.39545346978660234,pre,2018,30,201830
2018-08-05,23.389237490284398,23.798735,-0.4094971746325946,pre,2018,31,201831
2018-08-12,22.834133820131907,23.500717,-0.6665833429540307,pre,2018,32,201832
2018-08-19,23.24463733914413,23.429834,-0.185197026700596,pre,2018,33,201833
2018-08-26,24.33155891119404,24.782013,-0.45045402825908454,pre,2018,34,201834
2018-09-02,24.42569318043204,22.285166,2.1405273936888776,pre,2018,35,201835
2018-09-09,24.13751782054768,24.370422,-0.23290454273357142,pre,2018,36,201836
2018-09-16,23.40220185374961,23.554394,-0.1521919145609374,pre,2018,37,201837
2018-09-23,22.070597498820803,22.27372,-0.20312228877685357,pre,2018,38,201838
2018-09-30,24.441222789425503,24.58552,-0.14429700122391154,pre,2018,39,201839
2018-10-07,27.319546227377,25.015205,2.3043408440762185,pre,2018,40,201840
2018-10-14,31.028199848679726,30.951126,0.07707375004691386,pre,2018,41,201841
2018-10-21,31.288645333497428,31.31083,-0.022183829100228536,pre,2018,42,201842
2018-10-28,30.62169143137214,31.385832,-0.764140401513604,pre,2018,43,201843
2018-11-04,33.65326712050884,33.194862,0.45840475478618714,pre,2018,44,201844
2018-11-11,32.89345617848687,33.351715,-0.458258909403753,pre,2018,45,201845
2018-11-18,34.35838832117409,33.867,0.4913877413401053,pre,2018,46,201846
2018-11-25,35.59488614304559,36.583977,-0.9890906025598767,pre,2018,47,201847
2018-12-02,47.46037580096761,48.046333,-0.5859575120206699,pre,2018,48,201848
2018-12-09,44.14714552656962,42.66855,1.4785969425852485,pre,2018,49,201849
2018-12-16,50.62852244353598,51.405685,-0.7771629812687095,pre,2018,50,201850
2018-12-23,51.00545463413176,50.746056,0.2593990311044152,pre,2018,51,201851
2018-12-30,52.47952838599065,52.85595,-0.37642101586482113,pre,2018,52,201852
2019-01-06,59.8390074597872,60.58766,-0.7486542833768652,pre,2019,1,201901
2019-01-13,62.070228532609214,62.17471,-0.10448078745914557,pre,2019,2,201902
2019-01-20,60.32795292325339,60.656776,-0.3288235049692645,pre,2019,3,201903
2019-01-27,66.08879349194515,66.81754,-0.7287495378400024,pre,2019,4,201904
2019-02-03,57.79567545556765,58.064995,-0.2693193564440719,pre,2019,5,201905
2019-02-10,53.58663260444077,54.290226,-0.7035933782252428,pre,2019,6,201906
2019-02-17,43.03491414881108,42.306213,0.7287007699048331,pre,2019,7,201907
2019-02-24,46.67862381565647,47.977013,-1.2983888186208716,pre,2019,8,201908
2019-03-03,43.18124176064919,44.41556,-1.2343199153761972,pre,2019,9,201909
2019-03-10,39.75773251177325,39.973057,-0.2153242814396421,pre,2019,10,201910
2019-03-17,37.87583808407615,37.46846,0.4073780010683379,pre,2019,11,201911
2019-03-24,33.709954527825005,35.191917,-1.481962891608589,pre,2019,12,201912
2019-03-31,33.01628061306805,33.173904,-0.15762380587726454,pre,2019,13,201913
2019-04-07,32.700349755722705,33.842392,-1.1420422120507325,pre,2019,14,201914
2019-04-14,31.47367963184581,30.240984,1.232695668833113,pre,2019,15,201915
2019-04-21,30.66131514390144,29.92574,0.7355758555713621,pre,2019,16,201916
2019-04-28,30.600812363599275,30.066027,0.5347856759772043,pre,2019,17,201917
2019-05-05,30.893238071716457,30.825851,0.06738663128676947,pre,2019,18,201918
